Store_ID,Weekly_Sales,IsHoliday,CPI,Unemployment,Month
1,60828.25,1,211.2421698,8.106,2
1,10050.92,1,211.2421698,8.106,2
1,33874.47,1,211.2421698,8.106,2
1,94136.35,1,211.2421698,8.106,2
1,11857.96,1,211.2421698,8.106,2
1,31494.77,1,211.2421698,8.106,2
1,12852.83,1,211.2421698,8.106,2
1,14807.95,1,211.2421698,8.106,2
1,66937.0,1,211.2421698,8.106,2
1,111390.36,1,126.5262857,8.106,2
1,44682.74,1,211.2421698,8.106,2
1,79455.64,1,211.2421698,8.106,2
1,46039.49,1,211.2421698,8.106,2
1,11873.89,1,211.2421698,8.106,2
1,19006.5,1,211.2421698,8.106,2
1,17614.47,1,211.2421698,8.106,2
1,143081.42,1,211.2421698,8.106,2
1,79636.32,1,211.2421698,8.106,2
1,11523.47,0,211.2891429,8.106,2
1,62581.64,0,211.2891429,8.106,2
1,38717.6,0,211.2891429,8.106,2
1,19985.2,0,211.2891429,8.106,2
1,31585.78,0,211.2891429,8.106,2
1,37857.68,0,211.2891429,8.106,2
1,34141.62,0,211.2891429,8.106,2
1,15918.98,0,211.2891429,8.106,2
1,12087.95,0,211.2891429,8.106,2
1,10271.25,0,211.2891429,8.106,2
1,33593.8,0,211.2891429,8.106,2
1,13485.61,0,211.2891429,8.106,2
1,98672.59,0,211.2891429,8.106,2
1,13917.2,0,211.2891429,8.106,2
1,26468.27,0,211.2891429,8.106,2
1,28784.91,0,211.2891429,8.106,2
1,36826.95,0,211.2891429,8.106,2
1,20275.45,0,211.2891429,8.106,2
1,17491.36,0,211.2891429,8.106,2
1,15880.85,0,211.2891429,8.106,2
1,17404.53,0,211.2891429,8.106,2
1,13855.54,0,211.2891429,8.106,2
1,47928.89,0,211.2891429,8.106,2
1,17623.72,0,211.2891429,8.106,2
1,72212.32,0,211.2891429,8.106,2
1,68569.53,0,211.2891429,8.106,2
1,16736.17,0,211.2891429,8.106,2
1,41595.55,0,211.2891429,8.106,2
1,18706.21,0,211.2891429,8.106,2
1,20195.2,0,211.2891429,8.106,2
1,22414.94,0,211.2891429,8.106,2
1,29634.13,0,211.2891429,8.106,2
1,13006.5,0,211.2891429,8.106,2
1,10547.6,0,211.2891429,8.106,2
1,72377.79,0,211.2891429,8.106,2
1,21381.85,0,211.2891429,8.106,2
1,63011.44,0,211.2891429,8.106,2
1,12290.16,0,211.2891429,8.106,2
1,76091.36,0,211.2891429,8.106,2
1,107952.07,0,211.2891429,8.106,2
1,135066.75,0,211.2891429,8.106,2
1,16411.69,0,211.2891429,8.106,2
1,33309.85,0,211.3196429,8.106,2
1,16245.13,0,211.3196429,8.106,2
1,10871.74,0,211.3196429,8.106,2
1,35318.2,0,211.3196429,8.106,2
1,10667.06,0,211.3196429,8.106,2
1,11135.17,0,211.3196429,8.106,2
1,57630.02,0,211.3196429,8.106,2
1,16708.1,0,211.3196429,8.106,2
1,12005.0,0,211.3196429,8.106,2
1,37467.32,0,211.3196429,8.106,2
1,24101.89,0,211.3196429,8.106,2
1,92755.59,0,211.3196429,8.106,2
1,13330.89,0,211.3196429,8.106,2
1,44292.87,0,211.3196429,8.106,2
1,34660.16,0,211.3196429,8.106,2
1,10218.67,0,211.3196429,8.106,2
1,17224.22,0,211.3196429,8.106,2
1,64328.29,0,211.3196429,8.106,2
1,28457.31,0,211.3196429,8.106,2
1,17798.37,0,211.3196429,8.106,2
1,19023.33,0,211.3196429,8.106,2
1,12881.02,0,211.3196429,8.106,2
1,32299.49,0,211.3196429,8.106,2
1,17306.61,0,211.3196429,8.106,2
1,27921.96,0,211.3196429,8.106,2
1,55501.07,0,211.3196429,8.106,2
1,15673.94,0,211.3196429,8.106,2
1,15175.52,0,211.3196429,8.106,2
1,57335.17,0,211.3196429,8.106,2
1,19403.54,0,211.3196429,8.106,2
1,16118.26,0,211.3196429,8.106,2
1,103652.58,0,211.3196429,8.106,2
1,18099.75,0,211.3196429,8.106,2
1,28213.79,0,211.3196429,8.106,2
1,55590.73,0,211.3196429,8.106,2
1,71718.48,0,211.3196429,8.106,2
1,125048.08,0,211.3196429,8.106,2
1,38776.09,0,211.3501429,8.106,3
1,42931.77,0,211.3501429,8.106,3
1,10903.65,0,211.3501429,8.106,3
1,12275.58,0,211.3501429,8.106,3
1,10345.5,0,211.3501429,8.106,3
1,23082.14,0,211.3501429,8.106,3
1,19974.91,0,211.3501429,8.106,3
1,19659.7,0,211.3501429,8.106,3
1,63550.08,0,211.3501429,8.106,3
1,17129.81,0,211.3501429,8.106,3
1,16445.28,0,211.3501429,8.106,3
1,21827.9,0,211.3501429,8.106,3
1,19082.9,0,211.3501429,8.106,3
1,108282.86,0,211.3501429,8.106,3
1,48397.98,0,211.3501429,8.106,3
1,33299.27,0,211.3501429,8.106,3
1,15680.71,0,211.3501429,8.106,3
1,31576.47,0,211.3501429,8.106,3
1,62755.71,0,211.3501429,8.106,3
1,18993.69,0,211.3501429,8.106,3
1,29957.47,0,211.3501429,8.106,3
1,112807.75,0,211.3501429,8.106,3
1,12571.5,0,211.3501429,8.106,3
1,38086.19,0,211.3501429,8.106,3
1,78081.85,0,211.3501429,8.106,3
1,12657.65,0,211.3501429,8.106,3
1,65525.74,0,211.3501429,8.106,3
1,18268.78,0,211.3501429,8.106,3
1,40423.95,0,211.3501429,8.106,3
1,67000.83,0,211.3501429,8.106,3
1,13824.33,0,211.3501429,8.106,3
1,24064.7,0,211.3501429,8.106,3
1,20565.45,0,211.3501429,8.106,3
1,10239.06,0,211.3501429,8.106,3
1,30800.98,0,211.3501429,8.106,3
1,16120.04,0,211.3501429,8.106,3
1,132945.44,0,211.3501429,8.106,3
1,59201.37,0,211.3501429,8.106,3
1,10123.45,0,211.3806429,8.106,3
1,10705.75,0,211.3806429,8.106,3
1,31197.12,0,211.3806429,8.106,3
1,32668.67,0,211.3806429,8.106,3
1,29272.13,0,211.3806429,8.106,3
1,43751.94,0,211.3806429,8.106,3
1,14708.62,0,211.3806429,8.106,3
1,21529.14,0,211.3806429,8.106,3
1,31669.24,0,211.3806429,8.106,3
1,21043.39,0,211.3806429,8.106,3
1,98175.35,0,211.3806429,8.106,3
1,21498.92,0,211.3806429,8.106,3
1,45046.81,0,211.3806429,8.106,3
1,23766.82,0,211.3806429,8.106,3
1,10819.46,0,211.3806429,8.106,3
1,112048.41,0,211.3806429,8.106,3
1,13267.5,0,211.3806429,8.106,3
1,18201.88,0,211.3806429,8.106,3
1,63668.62,0,211.3806429,8.106,3
1,14410.07,0,211.3806429,8.106,3
1,18114.67,0,211.3806429,8.106,3
1,12793.17,0,211.3806429,8.106,3
1,61326.35,0,211.3806429,8.106,3
1,15331.75,0,211.3806429,8.106,3
1,10372.48,0,211.3806429,8.106,3
1,17864.32,0,211.3806429,8.106,3
1,63593.12,0,211.3806429,8.106,3
1,17426.63,0,211.3806429,8.106,3
1,25605.58,0,211.3806429,8.106,3
1,28208.0,0,211.3806429,8.106,3
1,34342.64,0,211.3806429,8.106,3
1,35833.07,0,211.3806429,8.106,3
1,124418.65,0,211.3806429,8.106,3
1,18911.79,0,211.3806429,8.106,3
1,59799.42,0,211.3806429,8.106,3
1,12253.4,0,211.3806429,8.106,3
1,12386.15,0,211.3806429,8.106,3
1,11709.0,0,211.3806429,8.106,3
1,73943.62,0,211.3806429,8.106,3
1,43615.49,0,211.215635,8.106,3
1,41742.21,0,211.215635,8.106,3
1,30287.91,0,211.215635,8.106,3
1,11836.32,0,211.215635,8.106,3
1,32604.49,0,211.215635,8.106,3
1,31733.15,0,211.215635,8.106,3
1,15871.19,0,211.215635,8.106,3
1,11201.0,0,211.215635,8.106,3
1,22136.64,0,211.215635,8.106,3
1,12738.78,0,211.215635,8.106,3
1,41069.55,0,211.215635,8.106,3
1,22711.59,0,211.215635,8.106,3
1,71165.72,0,211.215635,8.106,3
1,14590.87,0,211.215635,8.106,3
1,36807.21,0,211.215635,8.106,3
1,20132.03,0,211.215635,8.106,3
1,117716.13,0,211.215635,8.106,3
1,34118.11,0,211.215635,8.106,3
1,11323.78,0,211.215635,8.106,3
1,127434.37,0,211.215635,8.106,3
1,11097.8,0,211.215635,8.106,3
1,18348.98,0,211.215635,8.106,3
1,62781.44,0,211.215635,8.106,3
1,11792.55,0,211.215635,8.106,3
1,12213.5,0,211.215635,8.106,3
1,33367.99,0,211.215635,8.106,3
1,64718.53,0,211.215635,8.106,3
1,19738.42,0,211.215635,8.106,3
1,57384.35,0,211.215635,8.106,3
1,18317.46,0,211.215635,8.106,3
1,13394.0,0,211.215635,8.106,3
1,63250.87,0,211.215635,8.106,3
1,12917.55,0,211.215635,8.106,3
1,33731.81,0,211.215635,8.106,3
1,76760.92,0,211.215635,8.106,3
1,28002.01,0,211.215635,8.106,3
1,34188.52,0,211.215635,8.106,3
1,22632.57,0,211.215635,8.106,3
1,29223.39,0,211.0180424,8.106,3
1,33872.07,0,211.0180424,8.106,3
1,11836.92,0,211.0180424,8.106,3
1,10366.85,0,211.0180424,8.106,3
1,30294.48,0,211.0180424,8.106,3
1,55614.69,0,211.0180424,8.106,3
1,26679.52,0,211.0180424,8.106,3
1,13876.5,0,211.0180424,8.106,3
1,41892.55,0,211.0180424,8.106,3
1,19105.92,0,211.0180424,8.106,3
1,26229.21,0,211.0180424,8.106,3
1,59159.95,0,211.0180424,8.106,3
1,11310.4,0,211.0180424,8.106,3
1,35431.73,0,211.0180424,8.106,3
1,113117.35,0,211.0180424,8.106,3
1,29871.06,0,211.0180424,8.106,3
1,14385.66,0,211.0180424,8.106,3
1,12832.47,0,211.0180424,8.106,3
1,27897.97,0,211.0180424,8.106,3
1,16254.21,0,211.0180424,8.106,3
1,17592.13,0,211.0180424,8.106,3
1,10604.88,0,211.0180424,8.106,3
1,10063.69,0,211.0180424,8.106,3
1,16803.77,0,211.0180424,8.106,3
1,38971.89,0,211.0180424,8.106,3
1,11865.53,0,211.0180424,8.106,3
1,40796.33,0,211.0180424,8.106,3
1,55082.4,0,211.0180424,8.106,3
1,57837.28,0,211.0180424,8.106,3
1,95855.41,0,211.0180424,8.106,3
1,31406.96,0,211.0180424,8.106,3
1,16479.16,0,211.0180424,8.106,3
1,116688.75,0,211.0180424,8.106,3
1,23926.34,0,211.0180424,8.106,3
1,71666.24,0,211.0180424,8.106,3
1,47450.5,0,210.8204499,7.808,4
1,13435.38,0,210.8204499,7.808,4
1,11157.08,0,210.8204499,7.808,4
1,22427.62,0,210.8204499,7.808,4
1,12755.33,0,210.8204499,7.808,4
1,40910.94,0,210.8204499,7.808,4
1,50079.67,0,210.8204499,7.808,4
1,38104.53,0,210.8204499,7.808,4
1,25435.02,0,210.8204499,7.808,4
1,46060.69,0,210.8204499,7.808,4
1,37809.49,0,210.8204499,7.808,4
1,14810.01,0,210.8204499,7.808,4
1,32893.64,0,210.8204499,7.808,4
1,10625.15,0,210.8204499,7.808,4
1,111466.37,0,210.8204499,7.808,4
1,17916.41,0,210.8204499,7.808,4
1,57258.43,0,210.8204499,7.808,4
1,13928.36,0,210.8204499,7.808,4
1,14964.5,0,210.8204499,7.808,4
1,12033.5,0,210.8204499,7.808,4
1,10282.66,0,210.8204499,7.808,4
1,30149.2,0,210.8204499,7.808,4
1,21762.46,0,210.8204499,7.808,4
1,63245.0,0,210.8204499,7.808,4
1,18666.57,0,210.8204499,7.808,4
1,14333.75,0,210.8204499,7.808,4
1,62278.04,0,210.8204499,7.808,4
1,126907.41,0,210.8204499,7.808,4
1,29967.92,0,210.8204499,7.808,4
1,57845.36,0,210.8204499,7.808,4
1,101566.87,0,210.8204499,7.808,4
1,38151.58,0,210.8204499,7.808,4
1,77280.42,0,210.8204499,7.808,4
1,66172.11,0,210.8204499,7.808,4
1,29649.34,0,210.8204499,7.808,4
1,31794.04,0,210.8204499,7.808,4
1,14740.14,0,210.8204499,7.808,4
1,19053.49,0,210.8204499,7.808,4
1,17695.89,0,210.8204499,7.808,4
1,37815.5,0,210.6228574,7.808,4
1,10179.29,0,210.6228574,7.808,4
1,52976.67,0,210.6228574,7.808,2
1,13863.66,0,210.6228574,7.808,2
1,10895.18,0,210.6228574,7.808,2
1,42960.91,0,210.6228574,7.808,2
1,26113.67,0,210.6228574,7.808,2
1,37638.44,0,210.6228574,7.808,2
1,129466.97,0,210.6228574,7.808,4
1,18516.45,0,210.6228574,7.808,4
1,98689.46,0,210.6228574,7.808,4
1,116770.82,0,210.6228574,7.808,4
1,46549.73,0,210.6228574,7.808,4
1,66795.56,0,210.6228574,7.808,4
1,12874.07,0,210.6228574,7.808,4
1,59141.39,0,210.6228574,7.808,4
1,29922.64,0,210.6228574,7.808,4
1,32544.27,0,210.6228574,7.808,4
1,16418.64,0,210.6228574,7.808,4
1,21678.02,0,210.6228574,7.808,4
1,69441.1,0,210.6228574,7.808,4
1,20516.64,0,210.6228574,7.808,4
1,43346.92,0,210.6228574,7.808,4
1,10109.0,0,210.6228574,7.808,4
1,30023.4,0,210.6228574,7.808,4
1,34145.96,0,210.6228574,7.808,4
1,11185.09,0,210.6228574,7.808,4
1,12217.58,0,210.6228574,7.808,4
1,12906.0,0,210.6228574,7.808,4
1,32486.28,0,210.6228574,7.808,4
1,22186.81,0,210.6228574,7.808,4
1,36174.43,0,210.6228574,7.808,4
1,60177.2,0,210.6228574,7.808,4
1,17678.66,0,210.6228574,7.808,4
1,75592.52,0,210.6228574,7.808,4
1,17682.48,0,210.6228574,7.808,4
1,13987.13,0,210.6228574,7.808,4
1,33866.82,0,210.4887,7.808,4
1,12360.85,0,210.4887,7.808,4
1,45025.02,0,210.4887,7.808,4
1,31171.25,0,210.4887,7.808,4
1,59543.22,0,210.4887,7.808,4
1,36663.26,0,210.4887,7.808,4
1,11570.27,0,210.4887,7.808,4
1,19811.02,0,210.4887,7.808,4
1,12309.14,0,210.4887,7.808,4
1,13632.64,0,210.4887,7.808,4
1,128626.08,0,210.4887,7.808,4
1,19330.26,0,210.4887,7.808,4
1,67716.6,0,210.4887,7.808,4
1,126341.84,0,210.4887,7.808,4
1,10791.63,0,210.4887,7.808,4
1,58400.17,0,210.4887,7.808,4
1,28782.86,0,210.4887,7.808,4
1,11187.99,0,210.4887,7.808,4
1,28518.47,0,210.4887,7.808,4
1,16347.63,0,210.4887,7.808,4
1,77602.0,0,210.4887,7.808,4
1,32135.69,0,210.4887,7.808,4
1,16566.09,0,210.4887,7.808,4
1,32890.54,0,210.4887,7.808,4
1,67420.53,0,210.4887,7.808,4
1,38711.22,0,210.4887,7.808,4
1,17596.96,0,210.4887,7.808,4
1,19991.95,0,210.4887,7.808,4
1,34740.19,0,210.4887,7.808,4
1,73155.28,0,210.4887,7.808,4
1,63631.89,0,210.4887,7.808,4
1,32134.61,0,210.4887,7.808,4
1,17394.72,0,210.4887,7.808,4
1,15583.62,0,210.4887,7.808,4
1,11295.45,0,210.4391228,7.808,4
1,12738.26,0,210.4391228,7.808,4
1,42222.53,0,210.4391228,7.808,4
1,110204.77,0,210.4391228,7.808,4
1,12749.37,0,210.4391228,7.808,4
1,12504.5,0,210.4391228,7.808,4
1,36058.1,0,210.4391228,7.808,4
1,44418.11,0,210.4391228,7.808,4
1,19377.76,0,210.4391228,7.808,4
1,10156.01,0,210.4391228,7.808,4
1,29464.0,0,210.4391228,7.808,4
1,18534.4,0,210.4391228,7.808,4
1,17349.9,0,210.4391228,7.808,4
1,30756.13,0,210.4391228,7.808,4
1,51604.72,0,210.4391228,7.808,4
1,60764.62,0,210.4391228,7.808,4
1,58623.36,0,210.4391228,7.808,4
1,11556.42,0,210.4391228,7.808,4
1,16145.35,0,210.4391228,7.808,4
1,55781.92,0,210.4391228,7.808,4
1,11082.83,0,210.4391228,7.808,4
1,16204.99,0,210.4391228,7.808,4
1,17825.26,0,210.4391228,7.808,4
1,24664.06,0,210.4391228,7.808,4
1,111703.46,0,210.4391228,7.808,4
1,24763.98,0,210.4391228,7.808,4
1,56051.87,0,210.4391228,7.808,4
1,28230.72,0,210.4391228,7.808,4
1,32946.13,0,210.4391228,7.808,4
1,27455.91,0,210.4391228,7.808,4
1,29091.15,0,210.4391228,7.808,4
1,33806.71,0,210.4391228,7.808,4
1,13262.63,0,210.4391228,7.808,4
1,68521.99,0,210.4391228,7.808,4
1,87205.88,0,210.4391228,7.808,4
1,14283.64,0,210.4391228,7.808,4
1,48858.08,0,210.3895456,7.808,4
1,16555.11,0,210.3895456,7.808,4
1,36717.2,0,210.3895456,7.808,4
1,24035.42,0,210.3895456,7.808,4
1,107648.14,0,210.3895456,7.808,4
1,11435.6,0,210.3895456,7.808,4
1,12172.32,0,210.3895456,7.808,4
1,31240.73,0,210.3895456,7.808,4
1,30450.45,0,210.3895456,7.808,4
1,18274.46,0,210.3895456,7.808,4
1,45971.3,0,210.3895456,7.808,4
1,11439.61,0,210.3895456,7.808,4
1,60744.62,0,210.3895456,7.808,4
1,38131.53,0,210.3895456,7.808,4
1,10651.84,0,210.3895456,7.808,4
1,10679.49,0,210.3895456,7.808,4
1,10712.5,0,210.3895456,7.808,4
1,34168.23,0,210.3895456,7.808,4
1,57805.71,0,210.3895456,7.808,4
1,22723.48,0,210.3895456,7.808,4
1,20001.75,0,210.3895456,7.808,4
1,55901.42,0,210.3895456,7.808,4
1,127811.89,0,210.3895456,7.808,4
1,29095.46,0,210.3895456,7.808,4
1,10546.89,0,210.3895456,7.808,4
1,33437.8,0,210.3895456,7.808,4
1,109579.6,0,210.3895456,7.808,4
1,22006.41,0,210.3895456,7.808,4
1,55068.72,0,210.3895456,7.808,4
1,30666.59,0,210.3895456,7.808,4
1,13879.7,0,210.3895456,7.808,4
1,28836.25,0,210.3895456,7.808,4
1,67584.03,0,210.3895456,7.808,4
1,17115.38,0,210.3895456,7.808,4
1,18120.31,0,210.3895456,7.808,4
1,40113.4,0,210.3399684,7.808,5
1,17413.94,0,210.3399684,7.808,5
1,27588.34,0,210.3399684,7.808,5
1,14460.84,0,210.3399684,7.808,5
1,125592.28,0,210.3399684,7.808,5
1,52933.2,0,210.3399684,7.808,5
1,11062.66,0,210.3399684,7.808,5
1,67595.65,0,210.3399684,7.808,5
1,14878.8,0,210.3399684,7.808,5
1,70383.0,0,210.3399684,7.808,5
1,47903.01,0,210.3399684,7.808,5
1,32902.69,0,210.3399684,7.808,5
1,61099.85,0,210.3399684,7.808,5
1,41094.12,0,210.3399684,7.808,5
1,44039.92,0,210.3399684,7.808,5
1,22172.27,0,210.3399684,7.808,5
1,11805.33,0,210.3399684,7.808,5
1,37168.34,0,210.3399684,7.808,5
1,19219.2,0,210.3399684,7.808,5
1,76733.25,0,210.3399684,7.808,5
1,31614.83,0,210.3399684,7.808,5
1,15135.17,0,210.3399684,7.808,5
1,34449.36,0,210.3399684,7.808,5
1,17902.17,0,210.3399684,7.808,5
1,11085.84,0,210.3399684,7.808,5
1,35393.78,0,210.3399684,7.808,5
1,15356.54,0,210.3399684,7.808,5
1,19260.44,0,210.3399684,7.808,5
1,11446.25,0,210.3399684,7.808,5
1,39104.1,0,210.3399684,7.808,5
1,20457.62,0,210.3399684,7.808,5
1,28928.31,0,210.3399684,7.808,5
1,107634.21,0,210.3399684,7.808,5
1,132217.62,0,210.3399684,7.808,5
1,12761.39,0,210.3399684,7.808,5
1,10972.91,0,210.3399684,7.808,5
1,17893.1,0,210.3399684,7.808,5
1,66019.35,0,210.3399684,7.808,5
1,78903.78,0,210.3374261,7.808,5
1,120247.9,0,210.3374261,7.808,5
1,19986.37,0,210.3374261,7.808,5
1,29631.17,0,210.3374261,7.808,5
1,12803.67,0,210.3374261,7.808,5
1,43675.61,0,210.3374261,7.808,5
1,54394.6,0,210.3374261,7.808,5
1,35355.34,0,210.3374261,7.808,5
1,18926.74,0,210.3374261,7.808,5
1,36499.93,0,210.3374261,7.808,5
1,18294.5,0,210.3374261,7.808,5
1,33131.69,0,210.3374261,7.808,5
1,34298.89,0,210.3374261,7.808,5
1,23301.17,0,210.3374261,7.808,5
1,10565.14,0,210.3374261,7.808,5
1,68273.13,0,210.3374261,7.808,5
1,73925.66,0,210.3374261,7.808,5
1,16891.66,0,210.3374261,7.808,5
1,44148.02,0,210.3374261,7.808,5
1,14678.22,0,210.3374261,7.808,5
1,91179.51,0,210.3374261,7.808,5
1,33943.35,0,210.3374261,7.808,5
1,10266.86,0,210.3374261,7.808,5
1,17814.39,0,210.3374261,7.808,5
1,18771.35,0,210.3374261,7.808,5
1,126004.12,0,210.3374261,7.808,5
1,14806.08,0,210.3374261,7.808,5
1,30719.18,0,210.3374261,7.808,5
1,64325.26,0,210.3374261,7.808,5
1,33657.7,0,210.3374261,7.808,5
1,11247.0,0,210.3374261,7.808,5
1,18715.88,0,210.3374261,7.808,5
1,16167.09,0,210.3374261,7.808,5
1,25385.09,0,210.3374261,7.808,5
1,26568.32,0,210.3374261,7.808,5
1,12519.08,0,210.3374261,7.808,5
1,13934.33,0,210.3374261,7.808,5
1,20697.6,0,210.6170934,7.808,5
1,12395.06,0,210.6170934,7.808,5
1,28081.1,0,210.6170934,7.808,5
1,14773.04,0,210.6170934,7.808,5
1,38569.83,0,210.6170934,7.808,5
1,10848.88,0,210.6170934,7.808,5
1,44319.15,0,210.6170934,7.808,5
1,16157.17,0,210.6170934,7.808,5
1,34442.73,0,210.6170934,7.808,5
1,12235.62,0,210.6170934,7.808,5
1,10502.54,0,210.6170934,7.808,5
1,11480.15,0,210.6170934,7.808,5
1,59289.04,0,210.6170934,7.808,5
1,60163.57,0,210.6170934,7.808,5
1,17328.64,0,210.6170934,7.808,5
1,53707.85,0,210.6170934,7.808,5
1,27798.19,0,210.6170934,7.808,5
1,57772.04,0,210.6170934,7.808,5
1,80273.34,0,210.6170934,7.808,5
1,27266.41,0,210.6170934,7.808,5
1,35571.47,0,210.6170934,7.808,5
1,11805.5,0,210.6170934,7.808,5
1,30922.75,0,210.6170934,7.808,5
1,18845.98,0,210.6170934,7.808,5
1,38638.64,0,210.6170934,7.808,5
1,30190.72,0,210.6170934,7.808,5
1,31165.21,0,210.6170934,7.808,5
1,14001.84,0,210.6170934,7.808,5
1,28726.86,0,210.6170934,7.808,5
1,14381.02,0,210.6170934,7.808,5
1,10477.58,0,210.6170934,7.808,5
1,32975.76,0,210.6170934,7.808,5
1,120036.99,0,210.6170934,7.808,5
1,117117.65,0,210.6170934,7.808,5
1,26197.6,0,210.6170934,7.808,5
1,71026.5,0,210.6170934,7.808,5
1,15784.6,0,210.8967606,7.808,5
1,35046.1,0,210.8967606,7.808,5
1,17229.66,0,210.8967606,7.808,5
1,10256.27,0,210.8967606,7.808,5
1,36911.59,0,210.8967606,7.808,5
1,38347.52,0,210.8967606,7.808,5
1,60155.18,0,210.8967606,7.808,5
1,15580.43,0,210.8967606,7.808,5
1,12218.11,0,210.8967606,7.808,5
1,11711.59,0,210.8967606,7.808,5
1,87937.0,0,210.8967606,7.808,5
1,44619.52,0,210.8967606,7.808,5
1,53686.79,0,210.8967606,7.808,5
1,36380.36,0,210.8967606,7.808,5
1,28638.96,0,210.8967606,7.808,5
1,11876.34,0,210.8967606,7.808,5
1,31378.88,0,210.8967606,7.808,5
1,13976.83,0,210.8967606,7.808,5
1,28195.06,0,210.8967606,7.808,5
1,30171.25,0,210.8967606,7.808,5
1,14905.3,0,210.8967606,7.808,5
1,121902.19,0,210.8967606,7.808,5
1,70245.24,0,210.8967606,7.808,5
1,11445.67,0,210.8967606,7.808,5
1,56109.3,0,210.8967606,7.808,5
1,58985.55,0,210.8967606,7.808,5
1,11229.88,0,210.8967606,7.808,5
1,23409.56,0,210.8967606,7.808,5
1,29811.88,0,210.8967606,7.808,5
1,32034.24,0,210.8967606,7.808,5
1,28393.85,0,210.8967606,7.808,5
1,30894.79,0,210.8967606,7.808,5
1,45861.03,0,210.8967606,7.808,5
1,111704.67,0,210.8967606,7.808,5
1,19693.66,0,210.8967606,7.808,5
1,10033.06,0,210.8967606,7.808,5
1,35181.47,0,211.1764278,7.808,6
1,12515.03,0,211.1764278,7.808,6
1,12881.32,0,211.1764278,7.808,6
1,17558.09,0,211.1764278,7.808,6
1,48754.47,0,211.1764278,7.808,6
1,41388.81,0,211.1764278,7.808,6
1,22932.26,0,211.1764278,7.808,6
1,71718.04,0,211.1764278,7.808,6
1,133056.97,0,211.1764278,7.808,6
1,44563.68,0,211.1764278,7.808,6
1,16317.32,0,211.1764278,7.808,6
1,14491.35,0,211.1764278,7.808,6
1,64495.92,0,211.1764278,7.808,6
1,36263.69,0,211.1764278,7.808,6
1,42732.59,0,211.1764278,7.808,6
1,16789.53,0,211.1764278,7.808,6
1,30186.24,0,211.1764278,7.808,6
1,47485.63,0,211.1764278,7.808,6
1,38638.6,0,211.1764278,7.808,6
1,35109.14,0,211.1764278,7.808,6
1,59985.57,0,211.1764278,7.808,6
1,13504.5,0,211.1764278,7.808,6
1,22445.36,0,211.1764278,7.808,6
1,76433.03,0,211.1764278,7.808,6
1,20519.54,0,211.1764278,7.808,6
1,34227.73,0,211.1764278,7.808,6
1,38128.15,0,211.1764278,7.808,6
1,58507.93,0,211.1764278,7.808,6
1,10994.44,0,211.1764278,7.808,6
1,96137.67,0,211.1764278,7.808,6
1,40548.19,0,211.1764278,7.808,6
